match_id,competition_id,season_id,competition_name,season_name,match_date,kick_off,home_team_id,home_team,away_team_id,away_team,home_score,away_score,stadium,referee,source
-234662393996030,,,Ligue 1,2015/2016,2016-05-11,,,Bordeaux,,Paris SG,1,1,,,football-data
-233197267736891,,,Premier League,2015/2016,2016-05-11,,,Norwich,,Watford,4,2,,R East,football-data
-169332016029097,,,Premier League,2015/2016,2016-05-11,,,Liverpool,,Chelsea,1,1,,M Oliver,football-data
-64883608518463,,,Premier League,2015/2016,2016-05-11,,,Sunderland,,Everton,3,0,,A Taylor,football-data
-204274690760292,,,La Liga,2015/2016,2016-05-13,,,Valencia,,Sociedad,0,1,,,football-data
-272814724289936,,,Serie A,2015/2016,2016-05-14,,,Napoli,,Frosinone,4,0,,,football-data
-240781537670830,,,Ligue 1,2015/2016,2016-05-14,,,St Etienne,,Lille,0,1,,,football-data
-238348066972130,,,Bundesliga,2015/2016,2016-05-14,,,Dortmund,,FC Koln,2,2,,,football-data
-229898973738834,,,Bundesliga,2015/2016,2016-05-14,,,Werder Bremen,,Ein Frankfurt,1,0,,,football-data
-218197011606626,,,Bundesliga,2015/2016,2016-05-14,,,Bayern Munich,,Hannover,3,1,,,football-data
-217523901936332,,,Serie A,2015/2016,2016-05-14,,,Milan,,Roma,1,3,,,football-data
-213300106282979,,,Ligue 1,2015/2016,2016-05-14,,,Rennes,,Bastia,1,2,,,football-data
-213167763831392,,,Ligue 1,2015/2016,2016-05-14,,,Reims,,Lyon,4,1,,,football-data
-208578639213461,,,Ligue 1,2015/2016,2016-05-14,,,Angers,,Toulouse,2,3,,,football-data
-202545672088740,,,La Liga,2015/2016,2016-05-14,,,Ath Madrid,,Celta,2,0,,,football-data
-199154438127307,,,Serie A,2015/2016,2016-05-14,,,Juventus,,Sampdoria,5,0,,,football-data
-193667812936798,,,Bundesliga,2015/2016,2016-05-14,,,Hoffenheim,,Schalke 04,1,4,,,football-data
-193353645413639,,,Bundesliga,2015/2016,2016-05-14,,,Leverkusen,,Ingolstadt,3,2,,,football-data
-182936455134987,,,Ligue 1,2015/2016,2016-05-14,,,Lorient,,Ajaccio GFCO,1,0,,,football-data
-180055632415211,,,Ligue 1,2015/2016,2016-05-14,,,Caen,,Bordeaux,1,0,,,football-data
-166241031597981,,,La Liga,2015/2016,2016-05-14,,,Ath Bilbao,,Sevilla,3,1,,,football-data
-160436949587843,,,Bundesliga,2015/2016,2016-05-14,,,Wolfsburg,,Stuttgart,3,1,,,football-data
-137636735370877,,,Bundesliga,2015/2016,2016-05-14,,,Augsburg,,Hamburg,1,3,,,football-data
-133114506708386,,,Bundesliga,2015/2016,2016-05-14,,,Mainz,,Hertha,0,0,,,football-data
-131135173762962,,,La Liga,2015/2016,2016-05-14,,,La Coruna,,Real Madrid,0,2,,,football-data
-115355114945003,,,Serie A,2015/2016,2016-05-14,,,Sassuolo,,Inter,3,1,,,football-data
-109850013747587,,,La Liga,2015/2016,2016-05-14,,,Granada,,Barcelona,0,3,,,football-data
-95412147371517,,,Ligue 1,2015/2016,2016-05-14,,,Troyes,,Marseille,1,1,,,football-data
-95248729080962,,,Ligue 1,2015/2016,2016-05-14,,,Monaco,,Montpellier,2,0,,,football-data
-73284284206407,,,Ligue 1,2015/2016,2016-05-14,,,Guingamp,,Nice,2,3,,,football-data
-66618260245819,,,Bundesliga,2015/2016,2016-05-14,,,Darmstadt,,M'gladbach,0,2,,,football-data
-7869786518085,,,Ligue 1,2015/2016,2016-05-14,,,Paris SG,,Nantes,4,0,,,football-data
-274502988028780,,,La Liga,2015/2016,2016-05-15,,,Espanol,,Eibar,4,2,,,football-data
-272583053802346,,,Serie A,2015/2016,2016-05-15,,,Chievo,,Bologna,0,0,,,football-data
-222887216638555,,,Premier League,2015/2016,2016-05-15,,,Newcastle,,Tottenham,5,1,,A Taylor,football-data
-210854966886135,,,Premier League,2015/2016,2016-05-15,,,Swansea,,Man City,1,1,,M Dean,football-data
-204930687175863,,,Premier League,2015/2016,2016-05-15,,,Stoke,,West Ham,2,1,,M Jones,football-data
-173771462970235,,,Serie A,2015/2016,2016-05-15,,,Lazio,,Fiorentina,2,4,,,football-data
-143777164694208,,,Premier League,2015/2016,2016-05-15,,,Arsenal,,Aston Villa,4,0,,M Clattenburg,football-data
-140939522000770,,,Premier League,2015/2016,2016-05-15,,,Watford,,Sunderland,2,2,,K Friend,football-data
-139415308216519,,,Serie A,2015/2016,2016-05-15,,,Udinese,,Carpi,1,2,,,football-data
-121413065655033,,,La Liga,2015/2016,2016-05-15,,,Vallecano,,Levante,3,1,,,football-data
-110742991801223,,,Serie A,2015/2016,2016-05-15,,,Palermo,,Verona,3,2,,,football-data
-97125590165513,,,La Liga,2015/2016,2016-05-15,,,Sp Gijon,,Villarreal,2,0,,,football-data
-79639886417811,,,Premier League,2015/2016,2016-05-15,,,West Brom,,Liverpool,1,1,,R Madley,football-data
-73131790556793,,,Premier League,2015/2016,2016-05-15,,,Everton,,Norwich,3,0,,L Mason,football-data
-56256599186732,,,La Liga,2015/2016,2016-05-15,,,Malaga,,Las Palmas,4,1,,,football-data
-50779825308356,,,Serie A,2015/2016,2016-05-15,,,Genoa,,Atalanta,1,2,,,football-data
-40211792507137,,,Premier League,2015/2016,2016-05-15,,,Southampton,,Crystal Palace,4,1,,M Oliver,football-data
-13867769134894,,,Premier League,2015/2016,2016-05-15,,,Chelsea,,Leicester,1,1,,C Pawson,football-data
-11987645914954,,,La Liga,2015/2016,2016-05-15,,,Betis,,Getafe,2,1,,,football-data
-5141564632821,,,Serie A,2015/2016,2016-05-15,,,Empoli,,Torino,2,1,,,football-data
-116457963411692,,,Premier League,2015/2016,2016-05-17,,,Man United,,Bournemouth,3,1,,J Moss,football-data
-247994540596389,,,Ligue 1,2016/2017,2016-08-12,,,Monaco,,Guingamp,2,2,,,football-data
-150278314473522,,,Ligue 1,2016/2017,2016-08-12,,,Bastia,,Paris SG,0,1,,,football-data
-257025747829451,,,Ligue 1,2016/2017,2016-08-13,,,Bordeaux,,St Etienne,3,2,,,football-data
-212625581693222,,,Premier League,2016/2017,2016-08-13,,,Hull,,Leicester,2,1,,M Dean,football-data
-205754680328588,,,Premier League,2016/2017,2016-08-13,,,Burnley,,Swansea,0,1,,J Moss,football-data
-159585748183142,,,Ligue 1,2016/2017,2016-08-13,,,Dijon,,Nantes,0,1,,,football-data
-122259662383876,,,Premier League,2016/2017,2016-08-13,,,Southampton,,Watford,1,1,,R East,football-data
-114423243467089,,,Premier League,2016/2017,2016-08-13,,,Middlesbrough,,Stoke,1,1,,K Friend,football-data
-88931329071935,,,Ligue 1,2016/2017,2016-08-13,,,Caen,,Lorient,3,2,,,football-data
-85690492869111,,,Premier League,2016/2017,2016-08-13,,,Everton,,Tottenham,1,1,,M Atkinson,football-data
-64514368047455,,,Premier League,2016/2017,2016-08-13,,,Man City,,Sunderland,2,1,,R Madley,football-data
-47794050897471,,,Ligue 1,2016/2017,2016-08-13,,,Metz,,Lille,3,2,,,football-data
-26107863229083,,,Ligue 1,2016/2017,2016-08-13,,,Montpellier,,Angers,1,0,,,football-data
-9734059320648,,,Premier League,2016/2017,2016-08-13,,,Crystal Palace,,West Brom,0,1,,C Pawson,football-data
-229965626388633,,,Premier League,2016/2017,2016-08-14,,,Bournemouth,,Man United,1,3,,A Marriner,football-data
-198085238778938,,,Ligue 1,2016/2017,2016-08-14,,,Nancy,,Lyon,0,3,,,football-data
-112225644086539,,,Ligue 1,2016/2017,2016-08-14,,,Marseille,,Toulouse,0,0,,,football-data
-38072925153426,,,Premier League,2016/2017,2016-08-14,,,Arsenal,,Liverpool,3,4,,M Oliver,football-data
-7768041077100,,,Ligue 1,2016/2017,2016-08-14,,,Nice,,Rennes,1,0,,,football-data
-96044988742507,,,Premier League,2016/2017,2016-08-15,,,Chelsea,,West Ham,2,1,,A Taylor,football-data
-256785857602093,,,La Liga,2016/2017,2016-08-19,,,Malaga,,Osasuna,1,1,,,football-data
-213359450198337,,,La Liga,2016/2017,2016-08-19,,,La Coruna,,Eibar,2,1,,,football-data
-51309566272118,,,Ligue 1,2016/2017,2016-08-19,,,Lyon,,Caen,2,0,,,football-data
-4988451261935,,,Premier League,2016/2017,2016-08-19,,,Man United,,Southampton,2,0,,A Taylor,football-data
-274545695634026,,,Premier League,2016/2017,2016-08-20,,,Stoke,,Man City,1,4,,M Dean,football-data
-269329932573576,,,Serie A,2016/2017,2016-08-20,,,Juventus,,Fiorentina,2,1,,,football-data
-224046044512763,,,Ligue 1,2016/2017,2016-08-20,,,Lorient,,Bastia,0,3,,,football-data
-220834892490305,,,Premier League,2016/2017,2016-08-20,,,Leicester,,Arsenal,0,0,,M Clattenburg,football-data
-206560604776492,,,La Liga,2016/2017,2016-08-20,,,Barcelona,,Betis,6,2,,,football-data
-183440796209135,,,Ligue 1,2016/2017,2016-08-20,,,Rennes,,Nancy,2,0,,,football-data
-181811276739979,,,La Liga,2016/2017,2016-08-20,,,Granada,,Villarreal,1,1,,,football-data
-177327546273073,,,La Liga,2016/2017,2016-08-20,,,Sevilla,,Espanol,6,4,,,football-data
-164816363341940,,,Premier League,2016/2017,2016-08-20,,,Watford,,Chelsea,1,2,,J Moss,football-data
-157402074110917,,,Premier League,2016/2017,2016-08-20,,,Swansea,,Hull,0,2,,S Attwell,football-data
-154436709930615,,,Serie A,2016/2017,2016-08-20,,,Roma,,Udinese,4,0,,,football-data
-142219873053885,,,Premier League,2016/2017,2016-08-20,,,Tottenham,,Crystal Palace,1,0,,M Oliver,football-data
-134372837130155,,,Premier League,2016/2017,2016-08-20,,,Burnley,,Liverpool,2,0,,L Mason,football-data
-115368677803182,,,Ligue 1,2016/2017,2016-08-20,,,Nantes,,Monaco,0,1,,,football-data
-77321915697059,,,Ligue 1,2016/2017,2016-08-20,,,Lille,,Dijon,1,0,,,football-data
-35906089304464,,,Ligue 1,2016/2017,2016-08-20,,,Angers,,Nice,0,1,,,football-data
-23040317667952,,,Premier League,2016/2017,2016-08-20,,,West Brom,,Everton,1,2,,N Swarbrick,football-data
-12837604412495,,,Ligue 1,2016/2017,2016-08-20,,,Toulouse,,Bordeaux,4,1,,,football-data
-272522667512841,,,Serie A,2016/2017,2016-08-21,,,Atalanta,,Lazio,3,4,,,football-data
-204751428239779,,,Serie A,2016/2017,2016-08-21,,,Empoli,,Sampdoria,0,1,,,football-data
-199962867537724,,,Ligue 1,2016/2017,2016-08-21,,,Paris SG,,Metz,3,0,,,football-data
-196939393292157,,,Serie A,2016/2017,2016-08-21,,,Bologna,,Crotone,1,0,,,football-data
-188919662424478,,,Serie A,2016/2017,2016-08-21,,,Chievo,,Inter,2,0,,,football-data
-123366183422759,,,Serie A,2016/2017,2016-08-21,,,Milan,,Torino,3,2,,,football-data
-119738191793890,,,Ligue 1,2016/2017,2016-08-21,,,Guingamp,,Marseille,2,1,,,football-data
-108856231430703,,,La Liga,2016/2017,2016-08-21,,,Ath Madrid,,Alaves,1,1,,,football-data
-101215582703420,,,Serie A,2016/2017,2016-08-21,,,Genoa,,Cagliari,3,1,,,football-data
-79828864601967,,,Premier League,2016/2017,2016-08-21,,,West Ham,,Bournemouth,1,0,,C Pawson,football-data
-79727458402888,,,La Liga,2016/2017,2016-08-21,,,Sociedad,,Real Madrid,0,3,,,football-data
-43828181975655,,,Ligue 1,2016/2017,2016-08-21,,,St Etienne,,Montpellier,3,1,,,football-data
-39745768817891,,,Serie A,2016/2017,2016-08-21,,,Palermo,,Sassuolo,0,1,,,football-data
-39041459720264,,,Serie A,2016/2017,2016-08-21,,,Pescara,,Napoli,2,2,,,football-data
-21408633355256,,,La Liga,2016/2017,2016-08-21,,,Sp Gijon,,Ath Bilbao,2,1,,,football-data
-13820068216531,,,Premier League,2016/2017,2016-08-21,,,Sunderland,,Middlesbrough,1,2,,M Atkinson,football-data
-256498532335610,,,La Liga,2016/2017,2016-08-22,,,Celta,,Leganes,0,1,,,football-data
-41232323787127,,,La Liga,2016/2017,2016-08-22,,,Valencia,,Las Palmas,2,4,,,football-data
-247630032971459,,,La Liga,2016/2017,2016-08-26,,,Betis,,La Coruna,0,0,,,football-data
-233464193366375,,,Bundesliga,2016/2017,2016-08-26,,,Bayern Munich,,Werder Bremen,6,0,,,football-data
-137725383187318,,,Ligue 1,2016/2017,2016-08-26,,,Marseille,,Lorient,2,0,,,football-data
-85873075572450,,,La Liga,2016/2017,2016-08-26,,,Espanol,,Malaga,2,2,,,football-data
-275172646575881,,,Premier League,2016/2017,2016-08-27,,,Crystal Palace,,Bournemouth,1,1,,M Dean,football-data
-273838786542053,,,Premier League,2016/2017,2016-08-27,,,Everton,,Stoke,1,0,,M Oliver,football-data
-239831254046954,,,Bundesliga,2016/2017,2016-08-27,,,Hamburg,,Ingolstadt,1,1,,,football-data
-214771568740184,,,Ligue 1,2016/2017,2016-08-27,,,Dijon,,Lyon,4,2,,,football-data
-192235228501569,,,Bundesliga,2016/2017,2016-08-27,,,FC Koln,,Darmstadt,2,0,,,football-data
-188592553841134,,,Serie A,2016/2017,2016-08-27,,,Napoli,,Milan,4,2,,,football-data
-169279683686141,,,Ligue 1,2016/2017,2016-08-27,,,Montpellier,,Rennes,1,1,,,football-data
-163777792747255,,,Ligue 1,2016/2017,2016-08-27,,,Nancy,,Guingamp,0,2,,,football-data
-142636648648878,,,Bundesliga,2016/2017,2016-08-27,,,Dortmund,,Mainz,2,1,,,football-data
-132493202514318,,,Bundesliga,2016/2017,2016-08-27,,,Augsburg,,Wolfsburg,0,2,,,football-data
-120722460013770,,,Premier League,2016/2017,2016-08-27,,,Watford,,Arsenal,1,3,,K Friend,football-data
-99882538132237,,,Serie A,2016/2017,2016-08-27,,,Lazio,,Juventus,0,1,,,football-data
-98781998906626,,,Ligue 1,2016/2017,2016-08-27,,,Caen,,Bastia,2,0,,,football-data
-96044967721429,,,Premier League,2016/2017,2016-08-27,,,Leicester,,Swansea,2,1,,R East,football-data
-94556592528903,,,Ligue 1,2016/2017,2016-08-27,,,Metz,,Angers,2,0,,,football-data
-94393676415313,,,Bundesliga,2016/2017,2016-08-27,,,M'gladbach,,Leverkusen,2,1,,,football-data
-94119193491238,,,Premier League,2016/2017,2016-08-27,,,Hull,,Man United,0,1,,J Moss,football-data
-74819838582223,,,La Liga,2016/2017,2016-08-27,,,Osasuna,,Sociedad,0,2,,,football-data
-70888085181650,,,La Liga,2016/2017,2016-08-27,,,Leganes,,Ath Madrid,0,0,,,football-data
-70637466231214,,,La Liga,2016/2017,2016-08-27,,,Real Madrid,,Celta,2,1,,,football-data
-53403494955566,,,Bundesliga,2016/2017,2016-08-27,,,Ein Frankfurt,,Schalke 04,1,0,,,football-data
-24138293494871,,,La Liga,2016/2017,2016-08-27,,,Eibar,,Valencia,1,0,,,football-data
-23229636740184,,,Ligue 1,2016/2017,2016-08-27,,,Nice,,Lille,1,1,,,football-data
-19505784151697,,,Premier League,2016/2017,2016-08-27,,,Southampton,,Sunderland,1,1,,L Mason,football-data
-16116806590221,,,Premier League,2016/2017,2016-08-27,,,Tottenham,,Liverpool,1,1,,R Madley,football-data
-12574978712051,,,Premier League,2016/2017,2016-08-27,,,Chelsea,,Burnley,3,0,,M Clattenburg,football-data
-279444597787214,,,La Liga,2016/2017,2016-08-28,,,Villarreal,,Sevilla,0,0,,,football-data
-276292903649029,,,Serie A,2016/2017,2016-08-28,,,Cagliari,,Roma,2,2,,,football-data
-268208139324508,,,Ligue 1,2016/2017,2016-08-28,,,Bordeaux,,Nantes,1,0,,,football-data
-266108348050332,,,Serie A,2016/2017,2016-08-28,,,Inter,,Palermo,1,1,,,football-data
-259957697141694,,,Serie A,2016/2017,2016-08-28,,,Crotone,,Genoa,1,3,,,football-data
-247987766671882,,,Bundesliga,2016/2017,2016-08-28,,,Hoffenheim,,RB Leipzig,2,2,,,football-data
-239842919173751,,,Serie A,2016/2017,2016-08-28,,,Sampdoria,,Atalanta,2,1,,,football-data
-239772603091866,,,Serie A,2016/2017,2016-08-28,,,Fiorentina,,Chievo,1,0,,,football-data
-229246298145288,,,Premier League,2016/2017,2016-08-28,,,Man City,,West Ham,3,1,,A Marriner,football-data
-224453757497906,,,Ligue 1,2016/2017,2016-08-28,,,St Etienne,,Toulouse,0,0,,,football-data
-194710117437897,,,La Liga,2016/2017,2016-08-28,,,Las Palmas,,Granada,5,1,,,football-data
-136468804821055,,,Serie A,2016/2017,2016-08-28,,,Torino,,Bologna,5,1,,,football-data
-132656495137827,,,Serie A,2016/2017,2016-08-28,,,Sassuolo,,Pescara,0,3,,,football-data
-125194382695597,,,Premier League,2016/2017,2016-08-28,,,West Brom,,Middlesbrough,0,0,,A Taylor,football-data
-124467846810388,,,Ligue 1,2016/2017,2016-08-28,,,Monaco,,Paris SG,3,1,,,football-data
-100117545800175,,,Bundesliga,2016/2017,2016-08-28,,,Hertha,,Freiburg,2,1,,,football-data
-66379265532644,,,La Liga,2016/2017,2016-08-28,,,Alaves,,Sp Gijon,0,0,,,football-data
-54714361181465,,,La Liga,2016/2017,2016-08-28,,,Ath Bilbao,,Barcelona,0,1,,,football-data
-47603944736735,,,Serie A,2016/2017,2016-08-28,,,Udinese,,Empoli,2,0,,,football-data
-232857452057067,,,Ligue 1,2016/2017,2016-09-09,,,Paris SG,,St Etienne,1,1,,,football-data
-132730516221475,,,Bundesliga,2016/2017,2016-09-09,,,Schalke 04,,Bayern Munich,0,2,,,football-data
-112955461142831,,,La Liga,2016/2017,2016-09-09,,,Sociedad,,Espanol,1,1,,,football-data
-274499206065469,,,Bundesliga,2016/2017,2016-09-10,,,Ingolstadt,,Hertha,0,2,,,football-data
-269443050431729,,,Premier League,2016/2017,2016-09-10,,,Liverpool,,Leicester,4,1,,C Pawson,football-data
-227262740701268,,,La Liga,2016/2017,2016-09-10,,,Real Madrid,,Osasuna,5,2,,,football-data
-218313700541948,,,La Liga,2016/2017,2016-09-10,,,Sevilla,,Las Palmas,2,1,,,football-data
-198804160120841,,,La Liga,2016/2017,2016-09-10,,,Celta,,Ath Madrid,0,4,,,football-data
-196474133793369,,,Serie A,2016/2017,2016-09-10,,,Juventus,,Sassuolo,3,1,,,football-data
-190370427840578,,,Bundesliga,2016/2017,2016-09-10,,,Wolfsburg,,FC Koln,0,0,,,football-data
-183261290392645,,,Ligue 1,2016/2017,2016-09-10,,,Lorient,,Nancy,0,2,,,football-data
-172568970880950,,,Ligue 1,2016/2017,2016-09-10,,,Lille,,Monaco,1,4,,,football-data
-169203249157250,,,La Liga,2016/2017,2016-09-10,,,Barcelona,,Alaves,1,2,,,football-data
-168220971165499,,,Ligue 1,2016/2017,2016-09-10,,,Lyon,,Bordeaux,1,3,,,football-data
-141822767583616,,,Premier League,2016/2017,2016-09-10,,,Middlesbrough,,Crystal Palace,1,2,,N Swarbrick,football-data
-125054909314401,,,Serie A,2016/2017,2016-09-10,,,Palermo,,Napoli,0,3,,,football-data
-123337775334978,,,Premier League,2016/2017,2016-09-10,,,Stoke,,Tottenham,0,4,,A Taylor,football-data
-120061164123761,,,Premier League,2016/2017,2016-09-10,,,Arsenal,,Southampton,2,1,,R Madley,football-data
-112967694007584,,,Ligue 1,2016/2017,2016-09-10,,,Angers,,Dijon,3,1,,,football-data
-106104675010499,,,Premier League,2016/2017,2016-09-10,,,Man United,,Man City,1,2,,M Clattenburg,football-data
-93535628478555,,,Premier League,2016/2017,2016-09-10,,,Burnley,,Hull,1,1,,P Tierney,football-data
-59281970631236,,,Bundesliga,2016/2017,2016-09-10,,,Freiburg,,M'gladbach,3,1,,,football-data
-54680677049144,,,Premier League,2016/2017,2016-09-10,,,West Ham,,Watford,2,4,,M Atkinson,football-data
-41381205504409,,,La Liga,2016/2017,2016-09-10,,,Malaga,,Villarreal,0,2,,,football-data
-37404188455657,,,Bundesliga,2016/2017,2016-09-10,,,Darmstadt,,Ein Frankfurt,1,0,,,football-data
-21842801872930,,,Premier League,2016/2017,2016-09-10,,,Bournemouth,,West Brom,1,0,,K Friend,football-data
-18008729407415,,,Ligue 1,2016/2017,2016-09-10,,,Guingamp,,Montpellier,1,1,,,football-data
-13395904178358,,,Bundesliga,2016/2017,2016-09-10,,,Leverkusen,,Hamburg,3,1,,,football-data
-6200715045834,,,Ligue 1,2016/2017,2016-09-10,,,Bastia,,Toulouse,2,1,,,football-data
-2995798193486,,,Bundesliga,2016/2017,2016-09-10,,,RB Leipzig,,Dortmund,1,0,,,football-data
-275187669698784,,,Serie A,2016/2017,2016-09-11,,,Milan,,Udinese,0,1,,,football-data
-247365139662735,,,Bundesliga,2016/2017,2016-09-11,,,Mainz,,Hoffenheim,4,4,,,football-data
-243111121159973,,,La Liga,2016/2017,2016-09-11,,,Sp Gijon,,Leganes,2,1,,,football-data
-237209641562266,,,La Liga,2016/2017,2016-09-11,,,Valencia,,Betis,2,3,,,football-data
-200566904504797,,,Ligue 1,2016/2017,2016-09-11,,,Rennes,,Caen,2,0,,,football-data
-198499727672795,,,Ligue 1,2016/2017,2016-09-11,,,Nice,,Marseille,3,2,,,football-data
-192382645736746,,,Serie A,2016/2017,2016-09-11,,,Atalanta,,Torino,2,1,,,football-data
-172250463229761,,,La Liga,2016/2017,2016-09-11,,,Granada,,Eibar,1,2,,,football-data
-136549938257900,,,Ligue 1,2016/2017,2016-09-11,,,Nantes,,Metz,0,3,,,football-data
-117972645411419,,,Premier League,2016/2017,2016-09-11,,,Swansea,,Chelsea,2,2,,A Marriner,football-data
-97450778368277,,,La Liga,2016/2017,2016-09-11,,,La Coruna,,Ath Bilbao,0,1,,,football-data
-54688521686017,,,Serie A,2016/2017,2016-09-11,,,Roma,,Sampdoria,3,2,,,football-data
-51236053265106,,,Bundesliga,2016/2017,2016-09-11,,,Werder Bremen,,Augsburg,1,2,,,football-data
-50327838418128,,,Serie A,2016/2017,2016-09-11,,,Chievo,,Lazio,1,1,,,football-data
-41811742613653,,,Serie A,2016/2017,2016-09-11,,,Pescara,,Inter,1,2,,,football-data
-18038644555082,,,Serie A,2016/2017,2016-09-11,,,Bologna,,Cagliari,2,1,,,football-data
-247257352335263,,,Premier League,2016/2017,2016-09-12,,,Sunderland,,Everton,0,3,,M Jones,football-data
-59855357939811,,,Serie A,2016/2017,2016-09-12,,,Empoli,,Crotone,2,1,,,football-data
-266055157344719,,,Premier League,2016/2017,2016-09-16,,,Chelsea,,Liverpool,1,2,,M Atkinson,football-data
-250924841365314,,,Ligue 1,2016/2017,2016-09-16,,,Caen,,Paris SG,0,6,,,football-data
-183536044363589,,,La Liga,2016/2017,2016-09-16,,,Betis,,Granada,2,2,,,football-data
-169275083529761,,,Serie A,2016/2017,2016-09-16,,,Sampdoria,,Milan,0,1,,,football-data
-134199120981230,,,Bundesliga,2016/2017,2016-09-16,,,FC Koln,,Freiburg,3,0,,,football-data
-260010600103669,,,Ligue 1,2016/2017,2016-09-17,,,Lorient,,Lille,1,0,,,football-data
-259758186773133,,,Premier League,2016/2017,2016-09-17,,,Everton,,Middlesbrough,3,1,,L Mason,football-data
-211976364624464,,,Premier League,2016/2017,2016-09-17,,,West Brom,,West Ham,4,2,,M Clattenburg,football-data
-198290747312773,,,Ligue 1,2016/2017,2016-09-17,,,Monaco,,Rennes,3,0,,,football-data
-191942043948271,,,Bundesliga,2016/2017,2016-09-17,,,M'gladbach,,Werder Bremen,4,1,,,football-data
-188596291625118,,,Ligue 1,2016/2017,2016-09-17,,,Dijon,,Metz,0,0,,,football-data
-172190788651964,,,Ligue 1,2016/2017,2016-09-17,,,Bordeaux,,Angers,0,1,,,football-data
-151245550525965,,,Ligue 1,2016/2017,2016-09-17,,,Nancy,,Nantes,1,1,,,football-data
-137961737461639,,,Premier League,2016/2017,2016-09-17,,,Man City,,Bournemouth,4,0,,J Moss,football-data
-136535110941723,,,Bundesliga,2016/2017,2016-09-17,,,Ein Frankfurt,,Leverkusen,2,1,,,football-data
-114360819422828,,,Premier League,2016/2017,2016-09-17,,,Hull,,Arsenal,1,4,,R East,football-data
-100493536065415,,,La Liga,2016/2017,2016-09-17,,,Leganes,,Barcelona,1,5,,,football-data
-97312186160957,,,Bundesliga,2016/2017,2016-09-17,,,Dortmund,,Darmstadt,6,0,,,football-data
-84906534064124,,,Bundesliga,2016/2017,2016-09-17,,,Hoffenheim,,Wolfsburg,0,0,,,football-data
-82811944302241,,,La Liga,2016/2017,2016-09-17,,,Eibar,,Sevilla,1,1,,,football-data
-81860619972312,,,Bundesliga,2016/2017,2016-09-17,,,Bayern Munich,,Ingolstadt,3,1,,,football-data
-81804329080596,,,Serie A,2016/2017,2016-09-17,,,Lazio,,Pescara,3,0,,,football-data
-56180987906218,,,Bundesliga,2016/2017,2016-09-17,,,Hamburg,,RB Leipzig,0,4,,,football-data
-44815246314610,,,Serie A,2016/2017,2016-09-17,,,Napoli,,Bologna,3,1,,,football-data
-38574618136724,,,Ligue 1,2016/2017,2016-09-17,,,Toulouse,,Guingamp,2,1,,,football-data
-33008690030925,,,La Liga,2016/2017,2016-09-17,,,Ath Madrid,,Sp Gijon,5,0,,,football-data
-26313560583242,,,Premier League,2016/2017,2016-09-17,,,Leicester,,Burnley,3,0,,A Taylor,football-data
-19222578854788,,,La Liga,2016/2017,2016-09-17,,,Las Palmas,,Malaga,1,0,,,football-data
-267721004147955,,,Serie A,2016/2017,2016-09-18,,,Crotone,,Palermo,1,1,,,football-data
-240675261400923,,,Serie A,2016/2017,2016-09-18,,,Fiorentina,,Roma,1,0,,,football-data
-219020803376804,,,Serie A,2016/2017,2016-09-18,,,Cagliari,,Atalanta,3,0,,,football-data
-197335401656536,,,Serie A,2016/2017,2016-09-18,,,Udinese,,Chievo,1,2,,,football-data
-193934277999931,,,La Liga,2016/2017,2016-09-18,,,Ath Bilbao,,Valencia,2,1,,,football-data
-191290396276509,,,Premier League,2016/2017,2016-09-18,,,Southampton,,Swansea,1,0,,M Jones,football-data
-186278830512334,,,La Liga,2016/2017,2016-09-18,,,Osasuna,,Celta,0,0,,,football-data
-164581801377230,,,Bundesliga,2016/2017,2016-09-18,,,Augsburg,,Mainz,1,3,,,football-data
-137472600484572,,,Premier League,2016/2017,2016-09-18,,,Crystal Palace,,Stoke,4,1,,C Pawson,football-data
-124468440143869,,,Ligue 1,2016/2017,2016-09-18,,,Montpellier,,Nice,1,1,,,football-data
-120832531607313,,,Serie A,2016/2017,2016-09-18,,,Sassuolo,,Genoa,2,0,,,football-data
-118972669493688,,,Serie A,2016/2017,2016-09-18,,,Torino,,Empoli,0,0,,,football-data
-118396436358090,,,Ligue 1,2016/2017,2016-09-18,,,St Etienne,,Bastia,1,0,,,football-data
-110501331788508,,,Premier League,2016/2017,2016-09-18,,,Tottenham,,Sunderland,1,0,,M Dean,football-data
-90421381775988,,,La Liga,2016/2017,2016-09-18,,,Espanol,,Real Madrid,0,2,,,football-data
-52547774009754,,,Ligue 1,2016/2017,2016-09-18,,,Marseille,,Lyon,0,0,,,football-data
-51740504789733,,,La Liga,2016/2017,2016-09-18,,,Villarreal,,Sociedad,2,1,,,football-data
-38035549772358,,,Bundesliga,2016/2017,2016-09-18,,,Hertha,,Schalke 04,2,0,,,football-data
-34321725338472,,,Premier League,2016/2017,2016-09-18,,,Watford,,Man United,3,1,,M Oliver,football-data
-27995301741944,,,Serie A,2016/2017,2016-09-18,,,Inter,,Juventus,2,1,,,football-data
-213724011884163,,,La Liga,2016/2017,2016-09-19,,,Alaves,,La Coruna,0,0,,,football-data
-281322125716127,,,Bundesliga,2016/2017,2016-09-20,,,Freiburg,,Hamburg,1,0,,,football-data
-250270323616770,,,Ligue 1,2016/2017,2016-09-20,,,Paris SG,,Dijon,3,0,,,football-data
-198814139370994,,,La Liga,2016/2017,2016-09-20,,,Malaga,,Eibar,2,1,,,football-data
