match_id,competition_id,season_id,competition_name,season_name,match_date,kick_off,home_team_id,home_team,away_team_id,away_team,home_score,away_score,stadium,referee
7545,43,3,FIFA World Cup,2018,2018-06-21,18:00:00.000,779,Argentina,785,Croatia,0,3,Stadion Nizhny Novgorod (Nizhniy Novgorod),Ravshan Irmatov
7585,43,3,FIFA World Cup,2018,2018-07-03,18:00:00.000,769,Colombia,768,England,1,1,Otkritie Bank Arena,Mark Geiger
7569,43,3,FIFA World Cup,2018,2018-06-28,18:00:00.000,798,Panama,777,Tunisia,1,2,Mordovia Arena,Nawaf Abdulla Ghayyath Shukralla
7572,43,3,FIFA World Cup,2018,2018-06-28,14:00:00.000,778,Japan,789,Poland,0,1,Volgograd Arena,Janny Sikazwe
7561,43,3,FIFA World Cup,2018,2018-06-26,18:00:00.000,793,Iceland,785,Croatia,1,2,Rostov Arena,Antonio Miguel Mateu Lahoz
7540,43,3,FIFA World Cup,2018,2018-06-19,18:00:00.000,796,Russia,774,Egypt,3,1,Saint-Petersburg Stadium ( Gazprom Arena ),Enrique Cáceres
7531,43,3,FIFA World Cup,2018,2018-06-16,13:00:00.000,779,Argentina,793,Iceland,1,1,Otkritie Bank Arena,Szymon Marciniak
7570,43,3,FIFA World Cup,2018,2018-06-28,18:00:00.000,768,England,782,Belgium,0,1,Rostec Arena,Damir Skomina
7586,43,3,FIFA World Cup,2018,2018-07-03,14:00:00.000,790,Sweden,773,Switzerland,1,0,Saint-Petersburg Stadium ( Gazprom Arena ),Damir Skomina
7557,43,3,FIFA World Cup,2018,2018-06-25,18:00:00.000,797,Iran,780,Portugal,1,1,Mordovia Arena,Enrique Cáceres
7542,43,3,FIFA World Cup,2018,2018-06-20,12:00:00.000,780,Portugal,788,Morocco,1,0,Stadion Luzhniki,Mark Geiger
8656,43,3,FIFA World Cup,2018,2018-07-11,18:00:00.000,785,Croatia,768,England,2,1,Stadion Luzhniki,Cüneyt Çakιr
7548,43,3,FIFA World Cup,2018,2018-06-22,12:00:00.000,781,Brazil,795,Costa Rica,2,0,Saint-Petersburg Stadium ( Gazprom Arena ),Björn Kuipers
7578,43,3,FIFA World Cup,2018,2018-06-15,12:00:00.000,774,Egypt,783,Uruguay,0,1,Ekaterinburg Arena,Björn Kuipers
7553,43,3,FIFA World Cup,2018,2018-06-23,15:00:00.000,791,South Korea,794,Mexico,1,2,Rostov Arena,Milorad Mažić
7536,43,3,FIFA World Cup,2018,2018-06-18,15:00:00.000,782,Belgium,798,Panama,3,0,Olimpiyskiy Stadion Fisht,Janny Sikazwe
7555,43,3,FIFA World Cup,2018,2018-06-24,18:00:00.000,789,Poland,769,Colombia,0,3,Ak Bars Arena,César Arturo Ramos Palazuelos
